Sentence	ID	表層形	原形	品詞
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"聴か"	"聴く"	"動詞-自立"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"せ"	"せる"	"動詞-接尾"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"て"	"て"	"助詞-接続助詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"くれる"	"くれる"	"動詞-非自立"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"、"	"、"	"記号-読点"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"そんな"	"そんな"	"連体詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"人"	"人"	"名詞-一般"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"は"	"は"	"助詞-係助詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"迷わ"	"迷う"	"動詞-自立"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"ず"	"ぬ"	"助動詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"カラオケ"	"カラオケ"	"名詞-一般"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"友達"	"友達"	"名詞-一般"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"に"	"に"	"助詞-格助詞-一般"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"任命"	"任命"	"名詞-サ変接続"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"です"	"です"	"助動詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"。"	"。"	"記号-句点"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"二日酔い"	"二日酔い"	"名詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"です"	"です"	"助動詞"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"。"	"。"	"記号-句点"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"すごく"	"すごい"	"形容詞-自立"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"具合"	"具合"	"名詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"が"	"が"	"助詞-格助詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"悪い"	"悪い"	"形容詞-自立"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"し"	"し"	"助詞-接続助詞"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"、"	"、"	"記号-読点"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"喉"	"喉"	"名詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"が"	"が"	"助詞-格助詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"痛い"	"痛い"	"形容詞-自立"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"。"	"。"	"記号-句点"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"声"	"声"	"名詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"が"	"が"	"助詞-格助詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"で"	"でる"	"動詞-自立"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"ない"	"ない"	"助動詞"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"。"	"。"	"記号-句点"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"今日"	"今日"	"名詞-副詞可能"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"は"	"は"	"助詞-係助詞"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"五"	"五"	"名詞-数"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"時"	"時"	"名詞-接尾-助数詞"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"から"	"から"	"助詞-格助詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"カラオケ"	"カラオケ"	"名詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"バトル"	"バトル"	"名詞-一般"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"な"	"だ"	"助動詞"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"のに"	"のに"	"助詞-接続助詞"
"二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…"	232	"…"	"…"	"記号-一般"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"花粉"	"花粉"	"名詞-一般"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"症"	"症"	"名詞-接尾-一般"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"デビュー"	"デビュー"	"名詞-サ変接続"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"し"	"する"	"動詞-自立"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"まし"	"ます"	"助動詞"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"た"	"た"	"助動詞"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"。"	"。"	"記号-句点"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"アルコール"	"アルコール"	"名詞-一般"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"で"	"で"	"助詞-格助詞-一般"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"顔"	"顔"	"名詞-一般"
"花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様"	233	"が"	"が"	"助詞-格助詞-一般"
